input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	confers_resistance_to	resistance_to_drug_classes
SRR2938063_118	SRR2938063.fq	tetQ	BAD46890|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	BAD46890	ARGs-OAP	2.3	100.0			2	142			250	296									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_121	SRR2938063.fq	sul1	AY162283.2.gene7.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AY162283.2.gene7.p01	ARGs-OAP	2.3	100.0			139	2			136	181									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_123	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	95.65			1	138			159	204									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_125	SRR2938063.fq	mdtC	CP004022.1.gene1674.p01|FEATURES|mdtC|multidrug|mdtC	sarg_db	2.3	CP004022.1.gene1674.p01	ARGs-OAP	2.3	63.41			6	128			397	437									multidrug					
SRR2938063_127	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	97.3			112	2			1	37									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_128	SRR2938063.fq	multidrug_ABC_transporter	gi|920549847|ref|WP_052999080.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|920549847|ref|WP_052999080.1|	ARGs-OAP	2.3	60.47			2	130			366	408									multidrug					
SRR2938063_130	SRR2938063.fq	macB	gi|554685678|ref|WP_023185565.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|554685678|ref|WP_023185565.1|	ARGs-OAP	2.3	63.04			140	3			141	186									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_132	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	67.5			8	127			70	109									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_136	SRR2938063.fq	oleB	AAA50325|FEATURES|oleB|macrolide-lincosamide-streptogramin|oleB	sarg_db	2.3	AAA50325	ARGs-OAP	2.3	66.67			133	35			58	90									macrolide-lincosamide-streptogramin			ARO:3003036	ARO:3000867	ARO:0000000
SRR2938063_137	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			3	104			33	66									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_139	SRR2938063.fq	multidrug_ABC_transporter	gi|860594225|ref|WP_048475168.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|860594225|ref|WP_048475168.1|	ARGs-OAP	2.3	63.83			142	2			483	529									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_140	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	97.87			2	142			594	640									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_141	SRR2938063.fq	multidrug_ABC_transporter	gi|1045390184|ref|WP_065479071.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1045390184|ref|WP_065479071.1|	ARGs-OAP	2.3	65.96			1	141			486	532									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_144	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			137	3			12	56									sulfonamide					
SRR2938063_145	SRR2938063.fq	oleB	AAA50325|FEATURES|oleB|macrolide-lincosamide-streptogramin|oleB	sarg_db	2.3	AAA50325	ARGs-OAP	2.3	60.0			140	6			212	256									macrolide-lincosamide-streptogramin			ARO:3003036	ARO:3000867	ARO:0000000
SRR2938063_145	SRR2938063.fq	oleB	AAA50325|FEATURES|oleB|macrolide-lincosamide-streptogramin|oleB	sarg_db	2.3	AAA50325	ARGs-OAP	2.3	58.97			140	24			513	551									macrolide-lincosamide-streptogramin			ARO:3003036	ARO:3000867	ARO:0000000
SRR2938063_147	SRR2938063.fq	rosA	ZP_04623896|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	ZP_04623896	ARGs-OAP	2.3	72.34			2	142			32	78									fosmidomycin			ARO:3003048		
SRR2938063_148	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	73.33			2	91			238	267									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_149	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	100.0			141	1			71	117									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_150	SRR2938063.fq	multidrug_ABC_transporter	gi|930482089|ref|WP_054228897.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|930482089|ref|WP_054228897.1|	ARGs-OAP	2.3	60.0			137	3			491	535									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_151	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	84.38			98	3			336	367									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_152	SRR2938063.fq	mexF	gi|730611858|ref|WP_034052523.1||FEATURES|mexF|multidrug|mexF	sarg_db	2.3	gi|730611858|ref|WP_034052523.1|	ARGs-OAP	2.3	64.44			6	140			152	196									multidrug			ARO:3000804		
SRR2938063_153	SRR2938063.fq	multidrug_ABC_transporter	gi|943938624|ref|WP_055567802.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|943938624|ref|WP_055567802.1|	ARGs-OAP	2.3	65.96			141	1			507	553									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_154	SRR2938063.fq	sul1	gi|685899575|ref|WP_031640202.1||FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	gi|685899575|ref|WP_031640202.1|	ARGs-OAP	2.3	100.0			2	142			185	231									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_156	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	73.33			4	138			51	95									unclassified					
SRR2938063_157	SRR2938063.fq	multidrug_ABC_transporter	gi|1011969930|ref|WP_062776015.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1011969930|ref|WP_062776015.1|	ARGs-OAP	2.3	72.34			142	2			519	565									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_158	SRR2938063.fq	acrB	gi|485731880|ref|WP_001359514.1||FEATURES|acrB|multidrug|acrB	sarg_db	2.3	gi|485731880|ref|WP_001359514.1|	ARGs-OAP	2.3	65.22			140	3			393	438									multidrug					
SRR2938063_160	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			1	141			161	207									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_161	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	63.89			141	34			74	109									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_162	SRR2938063.fq	cmeB	gi|488957605|ref|WP_002868680.1||FEATURES|cmeB|multidrug|cmeB	sarg_db	2.3	gi|488957605|ref|WP_002868680.1|	ARGs-OAP	2.3	73.33			1	135			883	927									multidrug					
SRR2938063_168	SRR2938063.fq	tetT	L42544.gene.p01|FEATURES|tetT|tetracycline|tetT	sarg_db	2.3	L42544.gene.p01	ARGs-OAP	2.3	100.0			3	140			514	559									tetracycline			ARO:3000193	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_169	SRR2938063.fq	bacA	YP_002937728|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	YP_002937728	ARGs-OAP	2.3	60.87			3	140			224	269									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_177	SRR2938063.fq	bacA	ZP_04055725|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	ZP_04055725	ARGs-OAP	2.3	67.5			142	23			224	263									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_180	SRR2938063.fq	multidrug_transporter	gi|951157033|ref|WP_057637070.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|951157033|ref|WP_057637070.1|	ARGs-OAP	2.3	76.6			142	2			906	952									multidrug			ARO:3003056		
SRR2938063_182	SRR2938063.fq	tet32	ABV82118|FEATURES|tet32|tetracycline|tet32	sarg_db	2.3	ABV82118	ARGs-OAP	2.3	56.52			3	140			51	96									tetracycline			ARO:3000196	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_184	SRR2938063.fq	multidrug_transporter	gi|961351111|gb|ALS00865.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|961351111|gb|ALS00865.1|	ARGs-OAP	2.3	78.57			17	142			2	43									multidrug					
SRR2938063_185	SRR2938063.fq	aadE	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	ZP_04556181	ARGs-OAP	2.3	64.44			140	6			22	66									aminoglycoside					
SRR2938063_186	SRR2938063.fq	tetM	ABD46539|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	ABD46539	ARGs-OAP	2.3	100.0			142	2			142	188									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_188	SRR2938063.fq	macB	gi|742378414|ref|WP_038857601.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|742378414|ref|WP_038857601.1|	ARGs-OAP	2.3	61.7			1	141			134	180									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_191	SRR2938063.fq	vanD	ACM47287|FEATURES|vanD|vancomycin|vanD	sarg_db	2.3	ACM47287	ARGs-OAP	2.3	55.56			4	135			76	120									vancomycin			ARO:3000005	ARO:3000081	ARO:3000081
SRR2938063_193	SRR2938063.fq	multidrug_ABC_transporter	gi|446519900|ref|WP_000597246.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|446519900|ref|WP_000597246.1|	ARGs-OAP	2.3	61.7			2	142			516	562									multidrug					
SRR2938063_194	SRR2938063.fq	bcrA	gi|446026113|ref|WP_000103968.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|446026113|ref|WP_000103968.1|	ARGs-OAP	2.3	61.9			131	6			19	60									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_195	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			140	3			473	518									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_196	SRR2938063.fq	multidrug_transporter	gi|1024294541|ref|WP_063492322.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|1024294541|ref|WP_063492322.1|	ARGs-OAP	2.3	59.57			1	141			960	1006									multidrug					
SRR2938063_197	SRR2938063.fq	bacA	YP_002937728|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	YP_002937728	ARGs-OAP	2.3	75.86			1	87			11	39									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_201	SRR2938063.fq	tlcC	M57437.gene.p01|FEATURES|tlcC|macrolide-lincosamide-streptogramin|tlcC	sarg_db	2.3	M57437.gene.p01	ARGs-OAP	2.3	58.97			139	23			29	67									macrolide-lincosamide-streptogramin			ARO:3002827	ARO:0000046,ARO:3000145,ARO:3001224	ARO:0000000,ARO:0000000,ARO:0000017
SRR2938063_202	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	100.0			1	141			164	210									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_203	SRR2938063.fq	sul1	gi|1028098568|ref|WP_063855066.1||FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	gi|1028098568|ref|WP_063855066.1|	ARGs-OAP	2.3	100.0			2	142			203	249									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_204	SRR2938063.fq	bacA	YP_316450|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	YP_316450	ARGs-OAP	2.3	61.7			142	2			149	195									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_207	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	97.87			141	1			186	232									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_208	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	82.98			141	1			587	633									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_209	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001485.1.gene721.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001485.1.gene721.p01	ARGs-OAP	2.3	68.18			2	133			75	118									unclassified					
SRR2938063_210	SRR2938063.fq	multidrug_ABC_transporter	gi|686138432|ref|WP_031775762.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|686138432|ref|WP_031775762.1|	ARGs-OAP	2.3	63.04			138	1			442	487									multidrug					
SRR2938063_211	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	96.15			79	2			1	26									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_212	SRR2938063.fq	multidrug_ABC_transporter	gi|1031799645|ref|WP_064138838.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1031799645|ref|WP_064138838.1|	ARGs-OAP	2.3	56.52			4	141			471	516									multidrug					
SRR2938063_213	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			3	140			82	127									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_217	SRR2938063.fq	vanS	CAB61230|FEATURES|vanS|vancomycin|vanS	sarg_db	2.3	CAB61230	ARGs-OAP	2.3	68.89			2	136			311	355									vancomycin					
SRR2938063_218	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	100.0			141	1			218	264									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_219	SRR2938063.fq	sul1	AY162283.2.gene7.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AY162283.2.gene7.p01	ARGs-OAP	2.3	100.0			141	1			119	165									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_221	SRR2938063.fq	lsa	gi|763097172|ref|WP_043977684.1||FEATURES|lsa|macrolide-lincosamide-streptogramin|lsa	sarg_db	2.3	gi|763097172|ref|WP_043977684.1|	ARGs-OAP	2.3	56.52			138	1			114	159									macrolide-lincosamide-streptogramin			ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
SRR2938063_224	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	67.5			130	11			70	109									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_225	SRR2938063.fq	aph(6)-I	gi|921973852|ref|WP_053266543.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|921973852|ref|WP_053266543.1|	ARGs-OAP	2.3	100.0			1	141			17	63									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_227	SRR2938063.fq	rosA	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	YP_001477378	ARGs-OAP	2.3	63.83			142	2			86	132									fosmidomycin			ARO:3003048		
SRR2938063_228	SRR2938063.fq	aph(6)-I	gi|582967196|ref|WP_024139657.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|582967196|ref|WP_024139657.1|	ARGs-OAP	2.3	100.0			2	136			35	79									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_229	SRR2938063.fq	macB	gi|1035706844|ref|WP_064548272.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|1035706844|ref|WP_064548272.1|	ARGs-OAP	2.3	62.5			16	135			524	563									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_230	SRR2938063.fq	macB	gi|974628291|ref|WP_059215695.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|974628291|ref|WP_059215695.1|	ARGs-OAP	2.3	55.32			2	142			127	171									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_232	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			141	1			19	65									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_233	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			9	140			1	44									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_235	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			1	105			129	163									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_236	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	63.83			142	2			58	104									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_237	SRR2938063.fq	macB	gi|736472622|ref|WP_034494292.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|736472622|ref|WP_034494292.1|	ARGs-OAP	2.3	58.97			11	127			141	179									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_239	SRR2938063.fq	tet32	AJ295238.gene.p01|FEATURES|tet32|tetracycline|tet32	sarg_db	2.3	AJ295238.gene.p01	ARGs-OAP	2.3	100.0			142	2			591	637									tetracycline			ARO:3007119	ARO:0000051	ARO:3000050
SRR2938063_241	SRR2938063.fq	mdtC	gi|657322971|ref|WP_029396025.1||FEATURES|mdtC|multidrug|mdtC	sarg_db	2.3	gi|657322971|ref|WP_029396025.1|	ARGs-OAP	2.3	60.87			138	1			364	409									multidrug					
SRR2938063_242	SRR2938063.fq	multidrug_ABC_transporter	gi|860594225|ref|WP_048475168.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|860594225|ref|WP_048475168.1|	ARGs-OAP	2.3	63.83			141	1			481	527									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_243	SRR2938063.fq	sul1	gi|691009446|ref|WP_031973547.1||FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	gi|691009446|ref|WP_031973547.1|	ARGs-OAP	2.3	100.0			2	142			172	218									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_245	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	97.06			103	2			4	37									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_246	SRR2938063.fq	aadA	gi|62736928|gb|AAX97756.1||FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	gi|62736928|gb|AAX97756.1|	ARGs-OAP	2.3	73.33			136	2			26	70									aminoglycoside			ARO:3004089	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_250	SRR2938063.fq	aadA	NC_010558.1.6275994.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	NC_010558.1.6275994.p01	ARGs-OAP	2.3	82.98			141	1			85	131									aminoglycoside			ARO:3002605	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_251	SRR2938063.fq	oleB	AAA50325|FEATURES|oleB|macrolide-lincosamide-streptogramin|oleB	sarg_db	2.3	AAA50325	ARGs-OAP	2.3	61.7			141	1			213	259									macrolide-lincosamide-streptogramin			ARO:3003036	ARO:3000867	ARO:0000000
SRR2938063_251	SRR2938063.fq	oleB	AAA50325|FEATURES|oleB|macrolide-lincosamide-streptogramin|oleB	sarg_db	2.3	AAA50325	ARGs-OAP	2.3	48.89			141	7			514	558									macrolide-lincosamide-streptogramin			ARO:3003036	ARO:3000867	ARO:0000000
SRR2938063_254	SRR2938063.fq	tetM	BAB71968|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	BAB71968	ARGs-OAP	2.3	100.0			140	3			449	494									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_256	SRR2938063.fq	aadE	AM410044.gene9.p01|FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	AM410044.gene9.p01	ARGs-OAP	2.3	100.0			2	133			49	92									aminoglycoside			ARO:3002628	ARO:0000040	ARO:0000016
SRR2938063_257	SRR2938063.fq	multidrug_ABC_transporter	gi|663330365|ref|WP_030329892.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|663330365|ref|WP_030329892.1|	ARGs-OAP	2.3	69.7			1	99			552	584									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
