Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
gi:1007060617:ref:WP_061838454.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
NP_536537|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	rifamycin	Loose	3000507	
gi:664200959:ref:WP_030734469.1:|FEATURES|viomycin_phosphotransferase|aminoglycoside|viomycin_phosphotransferase	['peptide antibiotic']	aminoglycoside	Strict	correct	
gi:1006676707:ref:WP_061820836.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
ZP_03030905|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
AE015929.1.gene1106.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	unclassified	Loose	correct	
gi:491328221:ref:WP_005186183.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
B7LVU5|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
gi:501327905:ref:WP_012359540.1:|FEATURES|tetB|tetracycline|tetB	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	tetracycline	Loose	3000166	
CP001138.1.gene1383.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	unclassified	Loose	correct	
CP001485.1.gene2287.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	unclassified	Loose	correct	
EDK10390|FEATURES|PBP-1A|beta-lactam|PBP-1A	['glycopeptide antibiotic']	beta-lactam	Loose	3000001	
gi:504744538:ref:WP_014931640.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	['beta-lactam antibiotic']	unclassified	Loose	3000025	
ZP_00155442|FEATURES|PBP-1A|beta-lactam|PBP-1A	['glycopeptide antibiotic']	beta-lactam	Loose	3000001	
P52393|FEATURES|thiostrepton_resistance_methylase_tsnR|unclassified|thiostrepton_resistance_methylase_tsnR	['peptide antibiotic']	unclassified	Perfect	correct	
ACI71754|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
AB261016.1.gene1.p01|FEATURES|16S_rRNA_methylase|unclassified|16S_rRNA_methylase	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	unclassified	Perfect	correct	
YP_001571902|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
gi:12483631:dbj:BAB21440.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:447201640:ref:WP_001278896.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
AJ249217.gene.p01|FEATURES|antibiotic_resistance_rRNA_adenine_methyltransferase|unclassified|antibiotic_resistance_rRNA_adenine_methyltransferase	['lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'pleuromutilin antibiotic']	unclassified	Perfect	correct	
gi:489865503:ref:WP_003769095.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	['beta-lactam antibiotic']	unclassified	Loose	3000025	
CAB54703|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	rifamycin	Loose	3000507	
gi:1006166702:ref:WP_061737137.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
YP_001292390|FEATURES|PBP-1A|beta-lactam|PBP-1A	['glycopeptide antibiotic']	beta-lactam	Loose	3000001	
gi:447113791:ref:WP_001191047.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
gi:1002550102:ref:WP_061393727.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:446164899:ref:WP_000242754.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
gi:485791166:ref:WP_001413069.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
YP_001444376|FEATURES|tet34|tetracycline|tet34	['beta-lactam antibiotic', 'beta-lactam antibiotic']	tetracycline	Loose	3002870	tet34 is a gene in CARD. However, its ARO isn't used by RGI (private model)
gi:447113804:ref:WP_001191060.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
gi:835837149:ref:WP_047675817.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
CP001918.1.gene4502.p01|FEATURES|two-component_system_response_regulator_EvgA|unclassified|two-component_system_response_regulator_EvgA	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	unclassified	Loose	correct	
Q8DF90|FEATURES|tet34|tetracycline|tet34	['beta-lactam antibiotic', 'beta-lactam antibiotic']	tetracycline	Loose	3002870	tet34 is a gene in CARD. However, its ARO isn't used by RGI (private model)
gi:898534650:ref:WP_049595194.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
gi:899812464:emb:CQH53126.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	correct	
gi:1031791968:ref:WP_064133322.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
YP_002401190|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
gi:447201648:ref:WP_001278904.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
Q57TH0|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
gi:537465722:ref:WP_020977229.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
AAC22099|FEATURES|PBP-1A|beta-lactam|PBP-1A	['glycopeptide antibiotic']	beta-lactam	Loose	3000001	
gi:1031805109:ref:WP_064139257.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:447113812:ref:WP_001191068.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	unclassified	Loose	correct	
gi:950647379:ref:WP_057486511.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
HE999704.1.gene2674.p01|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	['beta-lactam antibiotic']	unclassified	Loose	3000025	
gi:194709354:gb:ACF88577.1:|FEATURES|bleomycin_resistance_protein|glycopeptide|bleomycin_resistance_protein	['beta-lactam antibiotic']	glycopeptide	Loose	3004256	
CAR58198|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
AAA48273|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	rifamycin	Loose	3000507	
CAA42550|FEATURES|lmrA|MLS|lmrA	['rifamycin antibiotic', 'isoniazid-like antibiotic']	MLS	Loose	3003028	
gi:912988429:ref:WP_050336136.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
NP_826974|FEATURES|tcmA|tetracenomycin_C|tcmA	['fluoroquinolone antibiotic']	tetracenomycin_C	Loose	3003554	tcmA is actually a gene in CARD. However, its ARO isn't used by RGI (private model)
NP_671620|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	rifamycin	Loose	3000507	
gi:1007099473:ref:WP_061843909.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:491301754:ref:WP_005159757.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
gi:1031809986:ref:WP_064139870.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:916230870:ref:WP_050975032.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:938466753:ref:WP_054627812.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
gi:447201642:ref:WP_001278898.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	['beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Loose	10004	
gi:1006184502:ref:WP_061741368.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:757444661:ref:WP_042741303.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
gi:447113810:ref:WP_001191066.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	unclassified	Strict	correct	
NC_002951.3238224.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	unclassified	Perfect	correct	
ZP_01788419|FEATURES|PBP-1A|beta-lactam|PBP-1A	['glycopeptide antibiotic']	beta-lactam	Loose	3000001	
gi:446993877:ref:WP_001071133.1:|FEATURES|fmtC|beta-lactam|fmtC	['peptide antibiotic']	beta-lactam	Loose	3000017	https://academic.oup.com/femsle/article-abstract/203/1/49/478714?redirectedFrom=fulltext
B7N7S6|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	aminoglycoside	Loose	3003333	https://pubchem.ncbi.nlm.nih.gov/protein/A7ZW03
