#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog10_271429	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8432591570242994	57.5	73	78.2	1.88e-19	1
VANR	1	234	ExDog10_80682	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999985833499198	76.1	234	374	1.83e-133	1
EFRB	19	362	ExDog10_68702	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	50.6	344	346	8.90e-115	1
TET(40)	25	403	ExDog11_205298	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9836095370525472	62.3	379	451	4.84e-159	1
UGD	3	388	ExDog11_164788	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8984312791482069	60.0	405	482	1.41e-169	1
UGD	3	388	ExDog11_286455	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8945928715783982	56.5	437	469	3.54e-165	1
MEFA	1	408	ExDog11_74306	MLS	gi:496592990:ref:WP_009288847.1:|FEATURES|mefA|MLS|mefA	0.9998700187675338	99.8	408	761	9.09e-281	1
CLASS_A	13	295	ExDog11_300156	beta-lactam	AAA21532|FEATURES|class_A|beta-lactam|class_A	0.996040252155038	54.8	283	321	1.60e-110	1
RPOB2	28	1137	ExDog11_153125	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9949714592540861	55.2	1224	1260	0.0	1
TET(40)	1	406	ExDog11_200365	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9994233597032094	100	406	756	5.25e-279	1
UGD	1	388	ExDog11_112654	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9006494166962776	60.0	412	490	6.77e-174	1
ACRB	1	1034	ExDog11_60742	multidrug	YP_002240037|FEATURES|acrB|multidrug|acrB	0.8979992496605723	59.9	1060	1191	0.0	1
AADE	3	280	ExDog11_200582	aminoglycoside	FN594949.1.gene25.p01|FEATURES|aadE|aminoglycoside|aadE	0.9999998183132234	67.6	278	405	4.90e-144	1
BACA	7	291	ExDog11_183781	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.9866662448063993	50.5	285	286	1.63e-97	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog11_314542	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999716953836051	64.2	285	401	2.67e-142	1
ROSA	17	344	ExDog11_182012	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9984571807351964	56.2	329	349	2.34e-119	1
RPOB2	28	1123	ExDog11_3317	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938494484903384	53.1	1198	1202	0.0	1
EFRB	32	362	ExDog11_205385	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8061954482425544	54.7	331	348	2.34e-117	1
BACA	9	271	ExDog11_327207	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.9920594522742251	55.8	267	294	8.07e-101	1
VANR	4	234	ExDog11_214200	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999649092689932	53.7	231	253	1.13e-85	1
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog11_261139	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999998793948596	56.9	262	264	1.27e-87	1
CFXA6	12	326	ExDog11_119215	beta-lactam	ACT97371.1|FEATURES|CfxA6|beta-lactam|CfxA6	0.9999693636814255	80.3	315	476	5.11e-171	1
ACRB	1	1034	ExDog11_180940	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.9442839443356091	60.7	1060	1192	0.0	1
UGD	1	388	ExDog11_147210	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8961042982438655	59.2	412	474	1.39e-167	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_18618	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996772534484412	62.0	287	394	1.16e-139	1
AADE	1	275	ExDog11_213798	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.9999996424750662	100	275	570	1.82e-209	1
RPOB2	20	1122	ExDog11_92814	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943114828311638	53.5	1240	1224	0.0	1
LSA	1	492	ExDog11_251103	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9982332112044952	64.0	494	637	2.85e-229	1
VANR	1	231	ExDog11_160348	glycopeptide	gi:1028850587:ref:WP_064019550.1:|FEATURES|vanR|glycopeptide|vanR	0.9999960364172507	71.0	231	349	8.24e-123	1
UGD	3	388	ExDog11_109050	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8995527747786053	60.0	405	486	4.13e-171	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	225	ExDog11_81582	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9988284114421924	59.1	225	258	3.82e-88	1
UGD	2	388	ExDog11_121244	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9003773531469955	60.7	407	489	1.33e-173	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog11_215847	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.998945152331319	53.6	291	338	1.54e-117	1
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE	1	207	ExDog11_168466	phenicol	S48276.1.gene1.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	0.9075869097218859	60.4	207	291	6.95e-102	1
RPOB2	24	1122	ExDog11_177387	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938271587966311	53.2	1236	1201	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_138670	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996301419923302	61.0	287	387	6.36e-137	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	126	ExDog11_229501	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9557620816973489	55.6	126	142	1.26e-43	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog11_18989	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8143193877394724	50.0	78	76.6	8.80e-19	1
VANU	1	67	ExDog11_241644	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9871943040425163	50.7	67	71.2	7.72e-19	1
BCRA	16	314	ExDog11_38875	bacitracin	YP_001373621|FEATURES|bcrA|bacitracin|bcrA	0.9996482296460487	52.5	299	304	1.82e-103	1
LSA	3	444	ExDog11_293331	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.997607621075706	63.1	442	562	1.87e-200	1
EFRB	19	362	ExDog11_168218	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8050883197962045	51.6	347	347	3.97e-115	1
UGD	1	388	ExDog11_325639	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8998290405480626	60.7	412	487	1.18e-171	1
UGD	1	388	ExDog11_148005	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8989948442825878	60.4	412	484	6.71e-172	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog11_89068	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995660835096962	59.5	289	379	1.46e-133	1
VANU	1	66	ExDog11_109169	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9875653977722229	50.0	66	71.6	5.44e-19	1
KDPE	4	223	ExDog11_285587	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9881944359840144	55.9	222	243	4.20e-82	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	225	ExDog11_25294	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.996251944911523	53.5	230	218	3.48e-72	1
CAMP-REGULATORY_PROTEIN	5	210	ExDog11_127799	unclassified	gi:499731375:ref:WP_011412109.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.9953606802641874	78.1	210	335	1.28e-118	1
VANU	1	74	ExDog11_253202	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9913285584813233	52.7	74	76.6	8.46e-21	1
RPOB2	29	1122	ExDog11_237829	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943908385434435	54.3	1229	1228	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	285	ExDog11_58064	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9992594198103023	59.3	285	353	2.65e-123	1
VANS	1	130	ExDog11_5247	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9941123924999924	63.1	130	187	8.52e-62	1
CFXA3	1	321	ExDog11_15292	beta-lactam	ZP_04543532|FEATURES|CfxA3|beta-lactam|CfxA3	0.9999897533065407	97.2	321	586	1.47e-214	1
VANRI	5	232	ExDog11_80563	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999679334496242	55.6	232	269	3.39e-92	1
UGD	1	388	ExDog11_98708	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8856575914125423	56.7	404	442	2.49e-155	1
RPOB2	24	1122	ExDog11_86944	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.993958346885875	53.0	1236	1207	0.0	1
LSA	3	492	ExDog11_41460	MLS	gi:902795376:ref:WP_049664555.1:|FEATURES|lsa|MLS|lsa	0.980677286444197	63.1	490	632	3.02e-227	1
UGD	1	388	ExDog11_61186	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9009200391641349	61.2	410	491	2.04e-174	1
RPOB2	20	1135	ExDog11_106257	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9936446506337977	52.4	1259	1193	0.0	1
VANR	5	200	ExDog11_89878	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9982311507983512	52.0	196	209	2.86e-69	1
VANRI	4	232	ExDog11_115429	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999860838129307	59.8	229	291	3.55e-101	1
VANU	1	67	ExDog11_227681	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9917961074084949	50.7	67	77.4	2.94e-21	1
VANU	1	63	ExDog11_106998	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9900756990012033	57.1	63	74.7	3.42e-20	1
RPOB2	28	1120	ExDog11_148535	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9945448449245557	56.7	1136	1236	0.0	1
TETO	1	639	ExDog11_43733	tetracycline	ZP_03923764|FEATURES|tetO|tetracycline|tetO	0.9999944494989503	100	639	1274	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_270376	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9997117012406789	62.0	287	400	2.12e-142	1
ACRB	1	1034	ExDog11_134288	multidrug	CP000647.1.gene443.p01|FEATURES|acrB|multidrug|acrB	0.903088073691422	60.4	1060	1200	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_137670	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996512723773454	61.7	287	390	3.86e-138	1
VANR	5	235	ExDog11_149935	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999746169738606	55.6	234	256	4.87e-87	1
OPRM	10	465	ExDog11_262587	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.8720877738541158	50.7	456	416	8.82e-143	1
ACRB	2	1036	ExDog11_262586	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.8812380272114569	57.3	1039	1127	0.0	1
APH(3'')-I	1	267	ExDog11_312624	aminoglycoside	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	0.9997420155947435	99.3	267	548	3.09e-201	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_197797	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996833451103023	61.7	287	395	2.98e-140	1
APH(6)-I	1	278	ExDog11_312623	aminoglycoside	gi:749197708:ref:WP_040110386.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	0.9999998523862239	100	278	561	2.35e-206	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog11_300909	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994470044109308	58.9	285	367	3.62e-129	1
SUL1	30	308	ExDog11_312629	sulfonamide	gi:321276068:gb:ADW81558.1:|FEATURES|sul1|sulfonamide|sul1	0.9914034552850799	100	279	543	2.18e-198	1
VANU	3	63	ExDog11_260132	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9824089247609056	50.8	61	67.0	3.11e-17	1
UGD	9	388	ExDog11_259904	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8908007175162802	60.5	380	457	8.61e-162	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog11_130720	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510404	57.5	73	78.2	3.72e-21	1
BCRA	7	305	ExDog11_15600	bacitracin	gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	0.9998195167939127	54.2	299	306	4.07e-104	1
VANU	1	67	ExDog11_124654	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9951863772151066	62.7	67	85.5	2.10e-24	1
MACB	2	647	ExDog11_59456	MLS	gi:495004199:ref:WP_007730213.1:|FEATURES|macB|MLS|macB	0.9989058446304985	53.4	652	630	1.34e-221	1
PATB	1	387	ExDog11_56212	fluoroquinolone	NP_358969.1|FEATURES|patB|fluoroquinolone|patB	0.8025477247015683	58.1	387	487	2.26e-173	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	ExDog11_3567	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8090899728642503	51.3	76	75.9	9.48e-19	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	ExDog11_166875	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9738388969185608	52.5	118	131	1.63e-39	1
VANR	4	208	ExDog11_142216	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9986538526416123	53.2	205	223	1.91e-74	1
APH(2'')-II	1	299	ExDog11_134553	aminoglycoside	AF207840.gene.p01|FEATURES|aph(2'')-II|aminoglycoside|aph(2'')-II	0.9998024652766591	100	299	600	6.83e-221	1
AAC(6')-I	1	178	ExDog11_134554	aminoglycoside	AF337947.1.gene2.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.8435307070823694	100	178	371	3.19e-134	1
MEFA	1	405	ExDog11_122652	MLS	gi:501051234:ref:WP_012102863.1:|FEATURES|mefA|MLS|mefA	0.9810972213185581	58.0	405	472	2.98e-166	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	ExDog11_82435	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8029241424889896	51.9	77	75.1	2.95e-18	1
VANU	1	67	ExDog11_321752	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9882724395331204	52.2	67	72.4	2.81e-19	1
VANU	1	62	ExDog11_176402	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9915669983277101	59.7	62	77.0	7.23e-21	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	ExDog11_154427	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.973002620376756	53.4	118	132	1.19e-39	1
VANR	1	230	ExDog11_189673	glycopeptide	gi:447203848:ref:WP_001281104.1:|FEATURES|vanR|glycopeptide|vanR	0.9999976310827949	71.3	230	352	3.63e-125	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_59338	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994238358314089	56.0	291	365	2.62e-128	1
UGD	1	388	ExDog11_3068	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9009200391641349	61.2	412	491	1.24e-174	1
MACB	4	646	ExDog11_133074	MLS	gi:754493745:ref:WP_041910640.1:|FEATURES|macB|MLS|macB	0.9852214462169171	52.9	662	624	7.36e-219	1
KDPE	4	225	ExDog11_45631	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9863950655556055	53.3	225	232	9.28e-78	1
UGD	1	388	ExDog11_246927	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9014565031074026	60.9	412	493	2.15e-175	1
VANS	1	130	ExDog11_201121	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.995771813564062	70.8	130	199	1.33e-67	1
UGD	3	388	ExDog11_174729	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8942855128274539	57.3	433	468	3.26e-164	1
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog11_51731	aminoglycoside	YP_002401190|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999998877089813	56.1	262	263	1.02e-87	1
UGD	1	388	ExDog11_36009	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8972823653723369	60.0	410	478	1.67e-169	1
UGD	2	287	ExDog11_106307	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8418622553597557	56.8	315	355	1.89e-122	1
KDPE	4	225	ExDog11_42304	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.987740658556491	53.8	225	240	7.14e-81	1
VATB	7	208	ExDog11_207512	MLS	U19459.gene.p01|FEATURES|vatB|MLS|vatB	0.9999999716289291	50.2	205	207	2.14e-68	1
EFRA	2	469	ExDog11_186633	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.8752145741774713	51.4	471	451	1.51e-154	1
UGD	1	388	ExDog11_64615	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8924109943196757	58.0	417	462	3.64e-163	1
UGD	1	388	ExDog11_25355	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9158616364154339	70.1	388	558	1.74e-201	1
BCRA	4	302	ExDog11_275096	bacitracin	gi:447195835:ref:WP_001273091.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997010113951513	54.5	299	308	3.67e-105	1
UGD	1	388	ExDog11_30428	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8942855128274538	57.0	433	468	8.73e-165	1
VATF	15	211	ExDog11_15606	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.9858099758510144	50.7	203	201	4.05e-66	1
RPOB2	27	1122	ExDog11_126989	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.991479245132273	51.7	1206	1116	0.0	1
VANU	1	70	ExDog11_154989	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9936999333604464	57.1	70	81.3	1.03e-22	1
MDTG	28	399	ExDog11_50623	multidrug	YP_002740275|FEATURES|mdtG|multidrug|mdtG	0.9666491166654342	60.8	372	452	1.30e-159	1
CAMP-REGULATORY_PROTEIN	5	210	ExDog11_241255	unclassified	gi:499731375:ref:WP_011412109.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.9954203937872305	78.9	209	337	9.72e-120	1
VANU	1	63	ExDog11_190196	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9875653977722229	52.4	63	71.6	5.89e-19	1
TETP	1	420	ExDog11_30608	tetracycline	BAB71966|FEATURES|tetP|tetracycline|tetP	0.9999525184217971	100	420	790	4.27e-292	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog11_93754	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.806028703228226	53.8	78	75.5	2.02e-18	1
BACA	9	243	ExDog11_178267	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.967282260146203	59.8	239	269	1.99e-91	1
BCRA	5	305	ExDog11_110325	bacitracin	gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997398258699389	53.8	301	302	7.75e-103	1
VANR	1	231	ExDog11_254611	glycopeptide	AAZ98835|FEATURES|vanR|glycopeptide|vanR	0.9999977786866074	75.9	232	372	4.71e-133	1
TET44	1	638	ExDog11_99852	tetracycline	FN594949.1.gene24.p01|FEATURES|tet44|tetracycline|tet44	0.9999676128355245	85.9	638	1099	0.0	1
VANU	1	71	ExDog11_180742	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9875653977722229	50.7	71	71.6	6.12e-19	1
RPOB2	28	1122	ExDog11_91411	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9919335160014117	52.9	1178	1130	0.0	1
ROSA	16	402	ExDog11_105614	fosmidomycin	YP_001401993|FEATURES|rosA|fosmidomycin|rosA	0.9988035708355399	51.9	389	405	1.78e-140	1
UGD	1	294	ExDog11_45689	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8501459467750921	58.8	323	368	3.69e-127	1
LNUA	7	161	ExDog11_157984	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999534024568	52.9	155	190	3.96e-63	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog11_170617	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8409514879616369	51.3	78	80.5	2.56e-20	1
LSA	1	492	ExDog11_297471	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9982398942213678	65.7	492	670	4.68e-242	1
RPOB2	40	1150	ExDog11_19763	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9948866976366977	55.9	1206	1255	0.0	1
LNUC	1	164	ExDog11_143956	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9995646120642693	59.1	164	212	7.40e-72	1
TETW	49	639	ExDog11_102687	tetracycline	AJ222769.gene.p01|FEATURES|tetW|tetracycline|tetW	0.9999970880354189	100	591	1154	0.0	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_55380	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9997117012406789	62.0	287	400	4.28e-142	1
ACRB	1	1030	ExDog11_97620	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.8366000124571396	60.8	1030	1188	0.0	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	80	ExDog11_116090	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510407	50.0	80	78.2	2.14e-19	1
VANR	1	234	ExDog11_215699	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999961212174523	74.7	237	372	7.44e-133	1
VANU	1	67	ExDog11_233265	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9900756990012033	53.7	67	74.7	3.42e-20	1
EFRB	19	362	ExDog11_220984	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8039725662461371	50.6	344	346	7.70e-115	1
VANU	1	70	ExDog11_266125	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9879243336544096	52.9	70	72.0	5.89e-19	1
RPOB2	24	1135	ExDog11_117268	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9941691530941346	53.3	1251	1217	0.0	1
BCRA	2	309	ExDog11_169482	bacitracin	gi:445996709:ref:WP_000074564.1:|FEATURES|bcrA|bacitracin|bcrA	0.9998620397306134	52.6	308	323	9.81e-111	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog11_176740	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995831150253148	60.5	286	381	8.90e-135	1
CAMP-REGULATORY_PROTEIN	5	210	ExDog11_287621	unclassified	gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.9953223390475837	78.0	209	333	3.24e-118	1
RPOB2	20	1122	ExDog11_123412	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943711865799486	53.8	1240	1227	0.0	1
ANT(2'')-I	22	198	ExDog11_312632	aminoglycoside	CAG34229|FEATURES|ant(2'')-I|aminoglycoside|ant(2'')-I	0.9974051580445951	99.4	177	369	3.60e-133	1
