#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	ARO	confers_resistance_to	resistance_to_drug_classes
LNUD	6	164	ExDog1_247196	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9939902295830036	62.9	159	228.0	3e-78	1	ARO:3002838	ARO:0000046,ARO:0000066	ARO:0000017,ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog1_120358	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995358514436616	62.2	286	399.0	6.07e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	3	388	ExDog1_59126	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8954366003759973	59.8	410	476.0	1.71e-168	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	74	ExDog1_17154	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9922894847035462	52.7	74	76.6	8.460000000000001e-21	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog1_68435	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9993926972744896	60.8	288	385.0	1.96e-136	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	1	388	ExDog1_163791	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.900813047093537	61.7	410	495.0	4.3499999999999996e-176	1	ARO:3003577	ARO:3000454	ARO:1000003
LNUA	7	161	ExDog1_324622	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999392233082	52.9	155	190.0	3.96e-63	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
VANRI	1	232	ExDog1_364571	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.999991393673582	65.5	232	322.0	5.43e-113	1	ARO:3003728		
MDTG	28	399	ExDog1_238969	multidrug	YP_002740275|FEATURES|mdtG|multidrug|mdtG	0.9666491166654342	60.8	372	452.0	1.3e-159	1	ARO:3000822	ARO:0000036,ARO:3000662	ARO:0000001,ARO:0000001
RPOB2	28	1120	ExDog1_203674	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994705905276449	56.7	1136	1236.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANR	4	235	ExDog1_158880	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999804033408984	53.9	232	251.0	4.58e-85	1	ARO:3002926		
RPOB2	28	1137	ExDog1_295864	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9951165084474624	55.2	1224	1260.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog1_11500	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.998624124317948	56.4	291	348.0	1.1700000000000001e-121	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog1_320013	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994159409865055	60.6	287	387.0	6.87e-137	1	ARO:3003982	ARO:0000066	ARO:0000017
MEFA	44	405	ExDog1_75004	MLS	ACD88490|FEATURES|mefA|MLS|mefA	0.9987605509573204	57.5	362	409.0	1.25e-142	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
PENA	32	704	ExDog1_339643	beta-lactam	U58210.1.gene4.p01|FEATURES|penA|beta-lactam|penA	0.9953444417792262	55.3	674	702.0	1.92e-248	1	ARO:3003042	ARO:0000064	ARO:3000007
CLASS_C	55	388	ExDog1_249716	beta-lactam	gi:717496287:gb:AIW80402.1:|FEATURES|class_C|beta-lactam|class_C	0.9892164074429592	99.7	334	690.0	2.38e-254	1	ARO:3006875		
RPOB2	11	1136	ExDog1_286294	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9936295390961364	51.5	1271	1184.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
OMPF	1	362	ExDog1_315472	multidrug	gi:446900664:ref:WP_000977920.1:|FEATURES|ompF|multidrug|ompF	0.9997697826220956	100.0	362	727.0	6.5e-269	1	ARO:3004122	ARO:0000008,ARO:3000645	ARO:3000007,ARO:3000007
RPOB2	28	1122	ExDog1_224626	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9926204088807848	53.2	1184	1145.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	80	ExDog1_118547	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8170340890129424	55.4	74	78.2	3.42e-19	1	ARO:3000838		
RPOB2	24	1122	ExDog1_72610	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9941800156420976	53.6	1236	1209.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
UGD	1	388	ExDog1_95694	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8838672664940611	57.7	392	441.0	6.45e-155	1	ARO:3003577	ARO:3000454	ARO:1000003
VANR	1	230	ExDog1_160050	glycopeptide	gi:447203855:ref:WP_001281111.1:|FEATURES|vanR|glycopeptide|vanR	0.9999631258611495	59.6	230	288.0	1.28e-99	1	ARO:3002919		
TET44	1	638	ExDog1_194345	tetracycline	FN594949.1.gene24.p01|FEATURES|tet44|tetracycline|tet44	0.9999951794182592	85.9	638	1099.0	0.0	1	ARO:3000556	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
RPOB2	28	1145	ExDog1_294360	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9942212747356446	53.4	1231	1211.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
RPOB2	24	1123	ExDog1_238519	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9950843186570516	55.9	1203	1258.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANU	1	65	ExDog1_11755	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9879831089675604	53.8	65	70.5	1.56e-18	1	ARO:3004253		
VANU	1	65	ExDog1_102655	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.994786706485425	56.9	65	82.4	3.2e-23	1	ARO:3004253		
LSA	1	492	ExDog1_90509	MLS	gi:951389844:ref:WP_057765492.1:|FEATURES|lsa|MLS|lsa	0.9386720908981604	68.3	492	674.0	1.0599999999999999e-242	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog1_256947	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994159409865055	61.0	287	387.0	6.36e-137	1	ARO:3003982	ARO:0000066	ARO:0000017
LSA	1	492	ExDog1_224196	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9973404977604124	63.6	492	639.0	7.59e-230	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
RPOB2	24	1135	ExDog1_117185	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943431575412738	53.3	1251	1217.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANR	4	235	ExDog1_236997	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.99998420397049	54.3	232	255.0	1.39e-86	1	ARO:3002926		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	256	ExDog1_172856	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994381633476164	68.4	256	389.0	1.8399999999999998e-138	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	284	ExDog1_26520	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.99752619009596	54.2	286	325.0	2.16e-112	1	ARO:3003982	ARO:0000066	ARO:0000017
EPTA	44	547	ExDog1_331039	peptide	BAE78116.1|FEATURES|eptA|peptide|eptA	0.8586759412339325	99.8	504	1007.0	0.0	1	ARO:3003576	ARO:3000454	ARO:1000003
TET34	1	152	ExDog1_145092	tetracycline	YP_001444376|FEATURES|tet34|tetracycline|tet34	0.9999994981024206	67.1	152	228.0	1.75e-78	1	ARO:3001305	ARO:0000046	ARO:0000017
UGD	2	388	ExDog1_317172	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8974889638529535	60.4	409	483.0	7.249999999999999e-170	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	2	388	ExDog1_284147	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.901080149384338	61.8	411	496.0	2.0799999999999997e-176	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	316	ExDog1_264823	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8727609096931607	61.1	339	414.0	2.52e-145	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	72	ExDog1_265746	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9921252544509098	52.8	72	76.3	9.49e-21	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	248	ExDog1_84888	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.998840249157333	63.7	248	355.0	1.95e-124	1	ARO:3003982	ARO:0000066	ARO:0000017
KDPE	4	225	ExDog1_225376	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9869053293914948	53.3	225	232.0	9.28e-78	1	ARO:3003841		
UGD	2	388	ExDog1_36193	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8974889638529537	60.4	409	483.0	1.92e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
LNUA	2	158	ExDog1_253319	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.9999999127126727	53.5	157	184.0	1.3999999999999998e-60	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	285	ExDog1_187885	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9991795826004894	60.0	285	370.0	6.44e-130	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog1_55051	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995530443627793	64.2	285	401.0	2.67e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
VANRI	2	232	ExDog1_250450	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999600692139764	56.2	235	270.0	1.19e-92	1	ARO:3003728		
MEFA	1	401	ExDog1_210296	MLS	gi:653615298:ref:WP_027625762.1:|FEATURES|mefA|MLS|mefA	0.9998700187675338	100.0	401	748.0	4.4300000000000004e-276	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	ExDog1_238425	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9710030815867194	53.4	118	132.0	1.19e-39	1	ARO:3000838		
UGD	1	388	ExDog1_156448	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8907697881322575	55.9	435	461.0	2.86e-162	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog1_217404	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999707268831046	67.0	288	424.0	1.84e-151	1	ARO:3003982	ARO:0000066	ARO:0000017
RPOB2	24	1122	ExDog1_265243	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9940114385587452	53.2	1236	1201.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
UGD	1	388	ExDog1_57470	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8732142878639892	54.4	388	415.0	5.5e-145	1	ARO:3003577	ARO:3000454	ARO:1000003
VANR	5	235	ExDog1_260588	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999304209323744	55.2	232	250.0	1.31e-84	1	ARO:3002926		
UGD	1	388	ExDog1_219661	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8972005485249834	60.4	412	482.0	9.35e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	38	497	ExDog1_57923	multidrug	AE016830.1.gene424.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	0.9189730741461724	65.0	460	605.0	7.72e-217	1	ARO:3004572	ARO:0000006,ARO:0000040,ARO:0000049,ARO:0000072,ARO:3000188,ARO:3000385,ARO:3000461	ARO:0000000,ARO:0000016,ARO:0000016,ARO:3000079,ARO:3000171,ARO:3000387,ARO:3000387
VANU	1	70	ExDog1_225482	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9939327299546002	57.1	70	80.1	4.06e-22	1	ARO:3004253		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	14	226	ExDog1_81069	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9989206364713054	76.7	215	335.0	8.11e-119	1	ARO:3000838		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog1_56672	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8170340890129428	57.5	73	78.2	1.88e-19	1	ARO:3000838		
UGD	1	388	ExDog1_258517	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8917338766717547	54.9	439	464.0	1.6500000000000003e-163	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	24	1150	ExDog1_33445	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9952271625094594	55.8	1222	1267.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANS	26	133	ExDog1_98726	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9777328926757646	57.8	109	145.0	9.82e-47	1	ARO:3003564		
MARA	1	127	ExDog1_196996	multidrug	YP_489794.1|FEATURES|marA|multidrug|marA	0.9944685938966856	100.0	127	259.0	8.13e-92	1	ARO:3000263		
AADE	1	288	ExDog1_302903	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.999999651045268	100.0	288	597.0	4.81e-220	1	ARO:3002629	ARO:0000040	ARO:0000016
LNUA	16	160	ExDog1_80169	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.9999999061225852	54.5	145	183.0	1.08e-60	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
KLEBSIELLA_PNEUMONIAE_OMPK37	42	371	ExDog1_45150	beta-lactam	CAA09666.1|FEATURES|Klebsiella_pneumoniae_OmpK37|beta-lactam|Klebsiella_pneumoniae_OmpK37	0.8999705781989664	76.1	339	506.0	4.1e-182	1	ARO:3004122	ARO:0000008,ARO:3000645	ARO:3000007,ARO:3000007
VANR	1	234	ExDog1_252391	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.999994179284638	65.8	234	322.0	4.09e-113	1	ARO:3002926		
BACA	9	271	ExDog1_282446	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.991033862363416	55.8	267	294.0	8.07e-101	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog1_217740	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994896139484772	62.0	287	394.0	5.77e-140	1	ARO:3003982	ARO:0000066	ARO:0000017
LSA	3	492	ExDog1_209931	MLS	gi:902795376:ref:WP_049664555.1:|FEATURES|lsa|MLS|lsa	0.9748867590371088	63.3	490	635.0	3.6999999999999994e-228	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
VANU	1	70	ExDog1_227057	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9932897166758544	55.7	70	78.6	1.2000000000000002e-21	1	ARO:3004253		
RPOB2	20	1122	ExDog1_179730	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9946137335241184	54.1	1238	1231.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
UGD	2	388	ExDog1_142879	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.889119200091793	54.6	434	456.0	2.1100000000000002e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	490	ExDog1_243887	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9209935201339547	70.2	490	701.0	1.79e-254	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	185	ExDog1_369749	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9874111938880192	56.0	182	182.0	5.33e-59	1	ARO:3000838		
UGD	3	388	ExDog1_5186	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8933041104931702	56.5	437	469.0	3.5399999999999997e-165	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	28	1122	ExDog1_129086	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9921794075609366	52.9	1178	1130.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
BACA	1	272	ExDog1_324008	bacitracin	YP_932216|FEATURES|bacA|bacitracin|bacA	0.9929516985204916	57.0	277	306.0	1.66e-105	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
LSA	3	492	ExDog1_112178	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9994892840797914	68.4	490	675.0	3.1e-244	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
UGD	1	388	ExDog1_213811	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8870759176340515	54.0	441	450.0	1.11e-157	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	63	ExDog1_190331	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9931017664635272	60.3	63	78.2	1.78e-21	1	ARO:3004253		
EFRA	2	469	ExDog1_76509	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.8763553615096508	51.4	471	451.0	1.51e-154	1	ARO:3003948		
UGD	2	388	ExDog1_328398	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8884464958600587	54.6	434	454.0	1.21e-159	1	ARO:3003577	ARO:3000454	ARO:1000003
VANS	13	130	ExDog1_19964	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9958752823020992	78.0	118	199.0	4.54e-68	1	ARO:3003564		
RPOB2	114	1145	ExDog1_14659	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9947778788072552	58.5	1117	1240.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog1_43600	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999561396688419	62.7	287	402.0	9.71e-143	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	3	357	ExDog1_330107	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8792191821501986	58.8	379	429.0	3e-149	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	20	1122	ExDog1_318852	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9943230425016673	53.8	1242	1216.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANR	1	231	ExDog1_133262	glycopeptide	gi:1028850587:ref:WP_064019550.1:|FEATURES|vanR|glycopeptide|vanR	0.9999957840068794	70.6	231	348.0	2.3600000000000002e-122	1	ARO:3002919		
TET32	1	639	ExDog1_221886	tetracycline	ABV82120|FEATURES|tet32|tetracycline|tet32	0.9999969751977196	88.3	639	1135.0	0.0	1	ARO:3000196	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
EFRB	12	362	ExDog1_227622	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	59.3	351	404.0	4.06e-138	1	ARO:3003949		
EFRA	2	469	ExDog1_227621	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.9234159523275712	58.8	469	537.0	2.08e-188	1	ARO:3003948		
LSA	1	490	ExDog1_1251	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9241674242876944	56.9	490	568.0	1.84e-201	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
BCRA	4	302	ExDog1_33016	bacitracin	gi:447195835:ref:WP_001273091.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997115805363642	54.5	299	310.0	6.409999999999999e-106	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
ESCHERICHIA_COLI_MIPA	2	248	ExDog1_22301	multidrug	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	0.995013156112944	99.2	247	518.0	5.53e-190	1	ARO:3002972		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog1_13468	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994488798412708	61.5	286	390.0	1.9199999999999998e-138	1	ARO:3003982	ARO:0000066	ARO:0000017
VANR	5	235	ExDog1_141431	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999452798534934	54.5	231	253.0	7.98e-86	1	ARO:3002926		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	225	ExDog1_195789	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9956970441455504	53.5	230	217.0	6.990000000000001e-72	1	ARO:3000838		
BCRA	7	309	ExDog1_113554	bacitracin	gi:445996726:ref:WP_000074581.1:|FEATURES|bcrA|bacitracin|bcrA	0.999875574009851	55.1	303	322.0	3.18e-110	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
VATB	7	209	ExDog1_54005	MLS	U19459.gene.p01|FEATURES|vatB|MLS|vatB	0.9999999993356076	55.7	203	241.0	6.379999999999999e-82	1	ARO:3002841	ARO:3000669	ARO:0000026
UGD	1	388	ExDog1_80380	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8907697881322575	57.7	418	461.0	1.08e-162	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	124	1124	ExDog1_385298	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9924772444591736	56.3	1084	1140.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LNUC	1	164	ExDog1_65297	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9995233016376076	97.6	164	340.0	2.48e-122	1	ARO:3002837	ARO:0000046	ARO:0000017
BCRA	5	305	ExDog1_244105	bacitracin	gi:542061059:gb:ERI11611.1:|FEATURES|bcrA|bacitracin|bcrA	0.9997859604264164	53.8	301	304.0	1.36e-103	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
VANU	1	63	ExDog1_7676	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9911817719591012	57.1	63	74.7	3.42e-20	1	ARO:3004253		
BCRA	2	305	ExDog1_354472	bacitracin	gi:510143239:gb:AGN36970.1:|FEATURES|bcrA|bacitracin|bcrA	0.9996478629564876	53.0	304	302.0	4.78e-103	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
